Test_Date,County_Code,Positive_Cases,Total_Tests
2020-11-10,36047,485,17899
2020-11-10,36061,284,14497
2020-11-10,36081,515,15362
2020-11-10,36085,215,4472
2020-11-11,36005,260,10017
2020-11-11,36047,450,19879
2020-11-11,36061,337,17622
2020-11-11,36081,454,16288
2020-11-11,36085,160,4294
2020-11-12,36005,288,9640
2020-11-12,36047,483,21759
2020-11-12,36061,347,20124
2020-11-12,36081,478,17332
2020-11-12,36085,229,4967
2020-11-13,36005,287,9304
2020-11-13,36047,455,21833
2020-11-13,36061,344,18510
2020-11-13,36081,485,16975
2020-11-13,36085,226,5082
2020-11-14,36005,221,8577
2020-11-14,36047,425,19936
2020-11-14,36061,275,16862
2020-11-14,36081,385,15497
2020-11-14,36085,151,4354
2020-11-15,36005,193,7791
2020-11-15,36047,315,16714
2020-11-15,36061,251,15093
2020-11-15,36081,419,12700
2020-11-15,36085,107,3502
2020-11-16,36005,360,9711
2020-11-16,36047,404,17499
2020-11-16,36061,361,15541
2020-11-16,36081,536,17365
2020-11-16,36085,273,5729
2020-11-17,36005,283,7310
2020-11-17,36047,453,17250
2020-11-17,36061,320,14144
2020-11-17,36081,498,14956
2020-11-17,36085,192,4468
2020-11-18,36005,308,11470
2020-11-18,36047,540,22921
2020-11-18,36061,355,19760
2020-11-18,36081,460,18574
2020-11-18,36085,184,4428
2020-11-19,36005,378,11971
2020-11-19,36047,525,24191
2020-11-19,36061,358,20927
2020-11-19,36081,574,21174
2020-11-19,36085,188,5437
2020-11-20,36005,402,10573
2020-11-20,36047,523,21874
2020-11-20,36061,376,18770
2020-11-20,36081,441,18596
2020-11-20,36085,203,5386
2020-11-21,36005,344,10354
2020-11-21,36047,479,23919
2020-11-21,36061,358,24648
2020-11-21,36081,493,16843
2020-11-21,36085,256,5835
2020-11-22,36005,337,9809
2020-11-22,36047,499,18797
2020-11-22,36061,310,21377
2020-11-22,36081,469,15987
2020-11-22,36085,167,4009
2020-11-23,36005,301,8456
2020-11-23,36047,453,18643
2020-11-23,36061,318,18297
2020-11-23,36081,438,16915
2020-11-23,36085,219,5965
2020-11-24,36005,347,8787
2020-11-24,36047,491,19803
2020-11-24,36061,302,19745
2020-11-24,36081,511,16926
2020-11-24,36085,265,5774
2020-11-25,36005,415,11716
2020-11-25,36047,576,25685
2020-11-25,36061,464,30205
2020-11-25,36081,623,20413
2020-11-25,36085,254,7090
2020-11-26,36005,392,10041
2020-11-26,36047,761,27308
2020-11-26,36061,471,27615
2020-11-26,36081,682,20792
2020-11-26,36085,258,5834
2020-11-27,36005,379,9203
2020-11-27,36047,591,20402
2020-11-27,36061,385,17699
2020-11-27,36081,551,17856
2020-11-27,36085,195,5154
2020-11-28,36005,399,9829
2020-11-28,36047,502,17397
2020-11-28,36061,428,15596
2020-11-28,36081,634,18138
2020-11-28,36085,331,6471
2020-11-29,36005,449,9570
2020-11-29,36047,646,18459
2020-11-29,36061,412,13255
2020-11-29,36081,717,17122
2020-11-29,36085,280,4790
2020-11-30,36005,497,10469
2020-11-30,36047,624,15849
2020-11-30,36061,429,14546
2020-11-30,36081,659,16279
2020-11-30,36085,361,5238
2020-12-01,36005,511,10723
2020-12-01,36047,841,20367
2020-12-01,36061,457,18122
2020-12-01,36081,899,17248
2020-12-01,36085,490,7832
2020-12-02,36005,525,10732
2020-12-02,36047,1055,24421
2020-12-02,36061,530,20205
2020-12-02,36081,858,19923
2020-12-02,36085,339,5938
2020-12-03,36005,605,13043
2020-12-03,36047,949,21686
2020-12-03,36061,594,20674
2020-12-03,36081,910,19394
2020-12-03,36085,548,8819
2020-12-04,36005,554,12638
2020-12-04,36047,913,22921
2020-12-04,36061,543,22553
2020-12-04,36081,861,19894
2020-12-04,36085,358,5839
2020-12-05,36005,575,12831
2020-12-05,36047,804,22606
2020-12-05,36061,527,25305
2020-12-05,36081,862,20442
2020-12-05,36085,359,4975
2020-12-06,36005,498,9579
2020-12-06,36047,736,18402
2020-12-06,36061,441,16886
2020-12-06,36081,821,16101
2020-12-06,36085,271,4261
2020-12-07,36005,693,11832
2020-12-07,36047,972,21125
2020-12-07,36061,410,14230
2020-12-07,36081,881,19106
2020-12-07,36085,507,6575
2020-12-08,36005,559,11465
2020-12-08,36047,1074,27802
2020-12-08,36061,535,20616
2020-12-08,36081,1147,24142
2020-12-08,36085,428,6645
2020-12-09,36005,536,12993
2020-12-09,36047,952,22292
2020-12-09,36061,512,19264
2020-12-09,36081,1022,21860
2020-12-09,36085,348,7284
2020-12-10,36005,545,13277
2020-12-10,36047,869,22660
2020-12-10,36061,560,22714
2020-12-10,36081,949,21229
2020-12-10,36085,424,7014
2020-12-11,36005,582,14147
2020-12-11,36047,1227,32393
2020-12-11,36061,685,25854
2020-12-11,36081,1184,29096
2020-12-11,36085,306,6841
2020-12-12,36005,597,14846
2020-12-12,36047,863,22249
2020-12-12,36061,538,21937
2020-12-12,36081,1059,23024
2020-12-12,36085,321,7111
2020-12-13,36005,476,10337
2020-12-13,36047,829,19129
2020-12-13,36061,522,16698
2020-12-13,36081,926,16534
2020-12-13,36085,277,4795
2020-12-14,36005,673,12790
2020-12-14,36047,1162,25228
2020-12-14,36061,619,18983
2020-12-14,36081,1233,25253
2020-12-14,36085,460,8629
2020-12-15,36005,601,11369
2020-12-15,36047,976,19305
2020-12-15,36061,527,15891
2020-12-15,36081,1074,18905
2020-12-15,36085,357,5298
2020-12-16,36005,676,14440
2020-12-16,36047,1036,23630
2020-12-16,36061,552,20666
2020-12-16,36081,1024,20806
2020-12-16,36085,337,6784
2020-12-17,36005,719,15231
2020-12-17,36047,1352,33593
2020-12-17,36061,736,29813
2020-12-17,36081,1350,31231
2020-12-17,36085,350,7604
2020-12-18,36005,517,9952
2020-12-18,36047,1042,24287
2020-12-18,36061,529,19725
2020-12-18,36081,954,22890
2020-12-18,36085,339,5869
2020-12-19,36005,581,12059
2020-12-19,36047,940,23170
2020-12-19,36061,486,22833
2020-12-19,36081,925,19593
2020-12-19,36085,313,6288
2020-12-20,36005,473,8579
2020-12-20,36047,1009,20417
2020-12-20,36061,621,19224
2020-12-20,36081,938,16569
2020-12-20,36085,297,4607
2020-12-21,36005,542,9975
2020-12-21,36047,989,20288
2020-12-21,36061,593,17876
2020-12-21,36081,982,16925
2020-12-21,36085,350,5837
2020-12-22,36005,637,11332
2020-12-22,36047,1346,28213
2020-12-22,36061,624,23864
2020-12-22,36081,1310,23415
2020-12-22,36085,456,7340
2020-12-23,36005,741,14118
2020-12-23,36047,1493,30320
2020-12-23,36061,640,25799
2020-12-23,36081,1426,25075
2020-12-23,36085,470,8504
2020-12-24,36005,776,13161
2020-12-24,36047,1174,25296
2020-12-24,36061,629,24896
2020-12-24,36081,1180,22318
2020-12-24,36085,410,7163
2020-12-25,36005,646,12218
2020-12-25,36047,1224,27619
2020-12-25,36061,582,22656
2020-12-25,36081,1175,23528
2020-12-25,36085,323,6384
2020-12-26,36005,451,8841
2020-12-26,36047,856,15261
2020-12-26,36061,410,10883
2020-12-26,36081,907,15334
2020-12-26,36085,219,3879
2020-12-27,36005,591,7068
2020-12-27,36047,1034,15199
2020-12-27,36061,389,9932
2020-12-27,36081,1115,15666
2020-12-27,36085,394,4309
2020-12-28,36005,754,11562
2020-12-28,36047,1335,23317
2020-12-28,36061,559,15259
2020-12-28,36081,1421,20712
2020-12-28,36085,501,7145
2020-12-29,36005,779,8652
2020-12-29,36047,1456,20514
2020-12-29,36061,589,14412
2020-12-29,36081,1404,17082
2020-12-29,36085,483,5171
2020-12-30,36005,1110,15474
2020-12-30,36047,1767,26301
2020-12-30,36061,767,21739
2020-12-30,36081,1755,22030
2020-12-30,36085,596,8115
2020-12-31,36005,983,12950
2020-12-31,36047,1449,24513
2020-12-31,36061,735,22044
2020-12-31,36081,1576,22594
2020-12-31,36085,551,8710
2021-01-01,36005,1094,13678
2021-01-01,36047,1385,23901
2021-01-01,36061,744,19202
2021-01-01,36081,1507,22559
2021-01-01,36085,499,6812
2021-01-02,36005,577,7220
2021-01-02,36047,846,16004
2021-01-02,36061,416,10373
2021-01-02,36081,1130,17516
2021-01-02,36085,371,5152
2021-01-03,36005,631,7466
2021-01-03,36047,1028,16433
2021-01-03,36061,441,11183
2021-01-03,36081,1196,15757
2021-01-03,36085,430,4761
2021-01-04,36005,798,12715
2021-01-04,36047,1384,19502
2021-01-04,36061,645,13671
2021-01-04,36081,1422,17677
2021-01-04,36085,616,7065
2021-01-05,36005,871,10745
2021-01-05,36047,1572,22413
2021-01-05,36061,826,16981
2021-01-05,36081,1714,22350
2021-01-05,36085,641,7146
2021-01-06,36005,1224,14836
2021-01-06,36047,1858,27851
2021-01-06,36061,906,23741
2021-01-06,36081,1819,25631
2021-01-06,36085,580,8811
2021-01-07,36005,1185,15696
2021-01-07,36047,1788,27559
2021-01-07,36061,978,26141
2021-01-07,36081,1835,26074
2021-01-07,36085,498,7552
2021-01-08,36005,1051,15368
2021-01-08,36047,1678,30909
2021-01-08,36061,854,27882
2021-01-08,36081,1839,28362
2021-01-08,36085,622,10372
2021-01-09,36005,906,15256
2021-01-09,36047,1522,31474
2021-01-09,36061,873,27567
2021-01-09,36081,1549,26581
2021-01-09,36085,469,8040
2021-01-23,36005,196,2425
2021-01-23,36047,251,5003
2021-01-23,36061,123,3780
2021-01-23,36081,233,6513
2021-01-23,36085,102,1834
2021-01-24,36005,1180,17978
2021-01-24,36047,1593,27849
2021-01-24,36061,917,24659
2021-01-24,36081,1592,32319
2021-01-24,36085,413,6680
2021-01-25,36005,966,11361
2021-01-25,36047,1371,19884
2021-01-25,36061,850,18154
2021-01-25,36081,1533,19930
2021-01-25,36085,361,5985
2021-01-26,36005,885,14403
2021-01-26,36047,1600,28199
2021-01-26,36061,685,20464
2021-01-26,36081,1443,24005
2021-01-26,36085,334,6382
2021-01-27,36005,1231,17831
2021-01-27,36047,1833,33520
2021-01-27,36061,923,26039
2021-01-27,36081,1770,30536
2021-01-27,36085,347,7121
2021-01-28,36005,1157,17970
2021-01-28,36047,1739,32541
2021-01-28,36061,883,28575
2021-01-28,36081,1632,30533
2021-01-28,36085,371,8024
2021-01-29,36005,1144,16497
2021-01-29,36047,1815,34292
2021-01-29,36061,899,30238
2021-01-29,36081,1811,32436
2021-01-29,36085,362,8174
2021-01-30,36005,1051,15698
2021-01-30,36047,1521,31505
2021-01-30,36061,775,24020
2021-01-30,36081,1391,30653
2021-01-30,36085,280,6809
2021-01-31,36005,878,12280
2021-01-31,36047,1231,22451
2021-01-31,36061,631,19798
2021-01-31,36081,1199,24454
2021-01-31,36085,255,4750
2021-02-01,36005,799,11199
2021-02-01,36047,1276,20993
2021-02-01,36061,567,13082
2021-02-01,36081,1263,19934
2021-02-01,36085,289,5366
2021-02-02,36005,473,7689
2021-02-02,36047,808,14341
2021-02-02,36061,382,10959
2021-02-02,36081,726,13887
2021-02-02,36085,196,3592
2021-02-03,36005,503,8467
2021-02-03,36047,990,17430
2021-02-03,36061,510,14767
2021-02-03,36081,777,15201
2021-02-03,36085,161,2989
2021-02-04,36005,743,10539
2021-02-04,36047,1216,21870
2021-02-04,36061,687,16488
2021-02-04,36081,1051,19309
2021-02-04,36085,185,4114
2021-02-05,36005,1024,16034
2021-02-05,36047,1538,29941
2021-02-05,36061,872,25599
2021-02-05,36081,1583,27961
2021-02-05,36085,332,7053
2021-02-06,36005,1224,14929
2021-02-06,36047,1456,29396
2021-02-06,36061,826,29185
2021-02-06,36081,1433,27596
2021-02-06,36085,344,6688
2021-02-07,36005,1014,15297
2021-02-07,36047,1261,23674
2021-02-07,36061,656,22314
2021-02-07,36081,1306,26172
2021-02-07,36085,310,5954
2021-02-08,36005,939,11661
2021-02-08,36047,1357,18564
2021-02-08,36061,555,14596
2021-02-08,36081,1259,20680
2021-02-08,36085,243,4552
2021-02-09,36005,729,11791
2021-02-09,36047,1026,21297
2021-02-09,36061,530,15388
2021-02-09,36081,834,16913
2021-02-09,36085,199,4519
2021-02-10,36005,1232,18793
2021-02-10,36047,1609,32022
2021-02-10,36061,689,29319
2021-02-10,36081,1339,30147
2021-02-10,36085,324,7810
2021-02-11,36005,918,15743
2021-02-11,36047,1154,31171
2021-02-11,36061,645,27198
2021-02-11,36081,1200,26687
2021-02-11,36085,278,6460
2021-02-12,36005,1002,17016
2021-02-12,36047,1316,30365
2021-02-12,36061,762,26212
2021-02-12,36081,1200,27297
2021-02-12,36085,300,6819
2021-02-13,36005,798,12890
2021-02-13,36047,1107,26952
2021-02-13,36061,686,25043
2021-02-13,36081,1198,27014
2021-02-13,36085,332,6231
2021-02-14,36005,723,13449
2021-02-14,36047,961,19661
2021-02-14,36061,516,19131
2021-02-14,36081,1044,21111
2021-02-14,36085,211,4930
2021-02-15,36005,693,10129
2021-02-15,36047,1137,19873
2021-02-15,36061,516,13198
2021-02-15,36081,1132,19614
2021-02-15,36085,220,4704
2021-02-16,36005,573,9586
2021-02-16,36047,965,21612
2021-02-16,36061,422,16322
2021-02-16,36081,886,15541
2021-02-16,36085,232,4985
2021-02-17,36005,668,13434
2021-02-17,36047,1029,29572
2021-02-17,36061,533,19475
2021-02-17,36081,1000,23161
2021-02-17,36085,209,5896
2021-02-18,36005,1074,15951
2021-02-18,36047,1414,29686
2021-02-18,36061,784,25600
2021-02-18,36081,1313,26351
2021-02-18,36085,286,6561
2021-02-19,36005,798,14333
2021-02-19,36047,1275,28533
2021-02-19,36061,699,23690
2021-02-19,36081,1132,24949
2021-02-19,36085,246,5645
2021-02-20,36005,651,10976
2021-02-20,36047,1029,22036
2021-02-20,36061,539,24771
2021-02-20,36081,953,18861
2021-02-20,36085,212,4012
2021-02-21,36005,648,9979
2021-02-21,36047,946,18769
2021-02-21,36061,547,15881
2021-02-21,36081,1001,18288
2021-02-21,36085,216,4300
2021-02-22,36005,692,10140
2021-02-22,36047,1039,16443
2021-02-22,36061,519,14370
2021-02-22,36081,1060,17998
2021-02-22,36085,222,3841
2021-02-23,36005,469,12851
2021-02-23,36047,1299,32950
2021-02-23,36061,456,19254
2021-02-23,36081,898,21582
2021-02-23,36085,241,5875
2021-02-24,36005,935,16702
2021-02-24,36047,1311,30366
2021-02-24,36061,711,25909
2021-02-24,36081,1109,27906
2021-02-24,36085,247,7131
2021-02-25,36005,935,18005
2021-02-25,36047,1374,35092
2021-02-25,36061,723,30536
2021-02-25,36081,1111,26936
2021-02-25,36085,276,7427
2021-02-26,36005,841,17958
2021-02-26,36047,1306,33359
2021-02-26,36061,693,30825
2021-02-26,36081,1264,32555
2021-02-26,36085,267,7540
2021-02-27,36005,824,15737
2021-02-27,36047,1134,31372
2021-02-27,36061,647,28970
2021-02-27,36081,1068,27562
2021-02-27,36085,284,6408
2021-02-28,36005,671,14219
2021-02-28,36047,1025,22228
2021-02-28,36061,563,19054
2021-02-28,36081,1022,23308
2021-02-28,36085,221,5127
2021-03-01,36005,600,8969
2021-03-01,36047,967,14684
2021-03-01,36061,416,11179
2021-03-01,36081,911,15306
2021-03-01,36085,221,3696
2021-03-02,36005,754,13461
2021-03-02,36047,1478,31200
2021-03-02,36061,643,21054
2021-03-02,36081,1168,24057
2021-03-02,36085,272,5656
2021-03-03,36005,731,15893
2021-03-03,36047,1209,31246
2021-03-03,36061,624,26639
2021-03-03,36081,1148,28308
2021-03-03,36085,313,7164
2021-03-04,36005,929,19653
2021-03-04,36047,1439,40401
2021-03-04,36061,805,30756
2021-03-04,36081,1300,35553
2021-03-04,36085,382,8835
2021-03-05,36005,778,16669
2021-03-05,36047,1272,34173
2021-03-05,36061,721,30114
2021-03-05,36081,1014,27356
2021-03-05,36085,293,7334
2021-03-06,36005,618,12683
2021-03-06,36047,1049,23658
2021-03-06,36061,543,20298
2021-03-06,36081,1020,23408
2021-03-06,36085,276,6299
2021-03-07,36005,457,9061
2021-03-07,36047,776,15971
2021-03-07,36061,416,18931
2021-03-07,36081,878,17998
2021-03-07,36085,220,3674
2021-03-08,36005,728,14978
2021-03-08,36047,1158,27200
2021-03-08,36061,562,16579
2021-03-08,36081,1171,23639
2021-03-08,36085,324,6372
2021-03-09,36005,560,12813
2021-03-09,36047,1066,27946
2021-03-09,36061,575,18349
2021-03-09,36081,972,20033
2021-03-09,36085,247,5049
2021-03-10,36005,611,14094
2021-03-10,36047,1173,29326
2021-03-10,36061,562,21840
2021-03-10,36081,979,24577
2021-03-10,36085,222,6230
2021-03-11,36005,910,18610
2021-03-11,36047,1572,35609
2021-03-11,36061,807,29946
2021-03-11,36081,1404,31042
2021-03-11,36085,387,7939
2021-03-12,36005,582,13646
2021-03-12,36047,1109,26002
2021-03-12,36061,523,21022
2021-03-12,36081,978,22326
2021-03-12,36085,263,4838
2021-03-13,36005,437,9658
2021-03-13,36047,925,21101
2021-03-13,36061,524,21927
2021-03-13,36081,1036,19958
2021-03-13,36085,212,5205
2021-03-14,36005,451,8189
2021-03-14,36047,908,14750
2021-03-14,36061,457,12058
2021-03-14,36081,961,16540
2021-03-14,36085,226,3644
2021-03-15,36005,556,11046
2021-03-15,36047,1078,21839
2021-03-15,36061,389,14279
2021-03-15,36081,1102,16173
2021-03-15,36085,244,3692
2021-03-16,36005,976,19623
2021-03-16,36047,1711,46316
2021-03-16,36061,834,24562
2021-03-16,36081,1506,35604
2021-03-16,36085,363,9652
2021-03-17,36005,701,16443
2021-03-17,36047,1226,29274
2021-03-17,36061,659,31961
2021-03-17,36081,1201,28230
2021-03-17,36085,259,6654
2021-03-18,36005,745,18198
2021-03-18,36047,1400,33525
2021-03-18,36061,685,29481
2021-03-18,36081,1397,29650
2021-03-18,36085,338,7881
2021-03-19,36005,643,16287
2021-03-19,36047,1075,30774
2021-03-19,36061,657,27380
2021-03-19,36081,1098,26671
2021-03-19,36085,291,6662
2021-03-20,36005,713,15121
2021-03-20,36047,1244,27765
2021-03-20,36061,668,23202
2021-03-20,36081,1211,26701
2021-03-20,36085,363,7458
2021-03-21,36005,631,9753
2021-03-21,36047,951,18397
2021-03-21,36061,518,15125
2021-03-21,36081,1217,19749
2021-03-21,36085,248,4726
